Fecha,Hora,period eating,period other,period resting,period rumination
2024-01-06,17,1.0,0.0,0.0,0.0
2024-01-06,18,0.803,0.197,0.0,0.0
2024-01-06,19,0.279,0.118,0.197,0.407
2024-01-06,20,0.0,0.0,0.384,0.616
2024-01-06,21,0.0,0.0,0.128,0.872
2024-01-06,22,0.0,0.0,0.59,0.41
2024-01-06,23,0.0,0.0,0.472,0.528
2024-01-07,0,0.0,0.0,0.079,0.921
2024-01-07,1,0.0,0.0,0.544,0.456
2024-01-07,2,0.0,0.0,0.331,0.669
2024-01-07,3,0.0,0.0,0.738,0.262
2024-01-07,4,0.0,0.0,0.633,0.367
2024-01-07,5,0.0,0.0,0.292,0.708
2024-01-07,6,0.118,0.0,0.882,0.0
2024-01-07,7,0.564,0.039,0.121,0.275
2024-01-07,8,0.961,0.0,0.039,0.0
2024-01-07,9,0.364,0.236,0.275,0.125
2024-01-07,10,0.77,0.0,0.079,0.151
2024-01-07,11,1.0,0.0,0.0,0.0
2024-01-07,12,0.843,0.157,0.0,0.0
2024-01-07,13,0.77,0.118,0.111,0.0
2024-01-07,14,0.0,0.0,0.479,0.521
2024-01-07,15,0.656,0.039,0.0,0.305
2024-01-07,16,1.0,0.0,0.0,0.0
2024-01-07,17,0.39,0.61,0.0,0.0
2024-01-07,18,0.157,0.843,0.0,0.0
2024-01-07,19,0.0,0.318,0.118,0.564
2024-01-07,20,0.0,0.0,0.354,0.646
2024-01-07,21,0.0,0.0,0.0,1.0
2024-01-07,22,0.079,0.0,0.889,0.033
2024-01-07,23,0.0,0.0,0.449,0.551
2024-01-08,0,0.0,0.0,0.197,0.803
2024-01-08,1,0.0,0.0,0.82,0.18
2024-01-08,2,0.0,0.0,0.174,0.826
2024-01-08,3,0.0,0.0,0.974,0.026
2024-01-08,4,0.118,0.039,0.239,0.603
2024-01-08,5,0.079,0.0,0.921,0.0
2024-01-08,6,0.43,0.0,0.098,0.472
2024-01-08,7,0.318,0.0,0.682,0.0
2024-01-08,8,0.669,0.079,0.252,0.0
2024-01-08,9,0.321,0.0,0.679,0.0
2024-01-08,10,1.0,0.0,0.0,0.0
2024-01-08,11,0.646,0.0,0.197,0.157
2024-01-08,12,0.41,0.0,0.0,0.59
2024-01-08,13,1.0,0.0,0.0,0.0
2024-01-08,14,0.085,0.0,0.718,0.197
2024-01-08,15,0.223,0.118,0.187,0.472
2024-01-08,16,0.961,0.039,0.0,0.0
2024-01-08,17,0.626,0.118,0.256,0.0
2024-01-08,18,0.236,0.354,0.41,0.0
2024-01-08,19,0.0,0.0,0.449,0.551
2024-01-08,20,0.0,0.0,0.498,0.502
2024-01-08,21,0.0,0.0,0.472,0.528
2024-01-08,22,0.354,0.141,0.039,0.466
2024-01-08,23,0.669,0.016,0.197,0.118
2024-01-09,0,0.0,0.0,0.252,0.748
2024-01-09,1,0.0,0.0,0.449,0.551
2024-01-09,2,0.0,0.0,0.439,0.561
2024-01-09,3,0.0,0.0,0.669,0.331
2024-01-09,4,0.003,0.0,0.433,0.564
2024-01-09,5,0.115,0.0,0.452,0.433
2024-01-09,6,0.43,0.0,0.57,0.0
2024-01-09,7,1.0,0.0,0.0,0.0
2024-01-09,8,0.144,0.0,0.856,0.0
2024-01-09,9,0.125,0.0,0.403,0.472
2024-01-09,10,0.921,0.0,0.079,0.0
2024-01-09,11,0.685,0.0,0.197,0.118
2024-01-09,12,0.843,0.0,0.0,0.157
2024-01-09,13,1.0,0.0,0.0,0.0
2024-01-09,14,0.439,0.079,0.236,0.246
2024-01-09,15,0.0,0.0,0.59,0.41
2024-01-09,16,0.751,0.0,0.079,0.17
2024-01-09,17,0.567,0.118,0.315,0.0
2024-01-09,18,0.885,0.036,0.079,0.0
2024-01-09,19,0.0,0.003,0.407,0.59
2024-01-09,20,0.0,0.0,0.38,0.62
2024-01-09,21,0.0,0.0,0.748,0.252
2024-01-09,22,0.039,0.0,0.377,0.584
2024-01-09,23,0.079,0.0,0.37,0.551
2024-01-10,0,0.0,0.0,0.725,0.275
2024-01-10,1,0.0,0.0,0.613,0.387
2024-01-10,2,0.0,0.0,0.718,0.282
2024-01-10,3,0.0,0.0,0.895,0.105
2024-01-10,4,0.118,0.0,0.161,0.721
2024-01-10,5,0.0,0.0,1.0,0.0
2024-01-10,6,0.311,0.0,0.61,0.079
2024-01-10,7,1.0,0.0,0.0,0.0
2024-01-10,8,0.931,0.0,0.069,0.0
2024-01-10,9,0.0,0.0,0.37,0.63
2024-01-10,10,0.81,0.0,0.19,0.0
2024-01-10,11,1.0,0.0,0.0,0.0
2024-01-10,12,0.787,0.039,0.118,0.056
2024-01-10,13,0.079,0.039,0.308,0.574
2024-01-10,14,0.0,0.0,0.607,0.393
2024-01-10,15,0.0,0.0,0.685,0.315
2024-01-10,16,0.869,0.079,0.013,0.039
2024-01-10,17,1.0,0.0,0.0,0.0
2024-01-10,18,0.374,0.233,0.393,0.0
2024-01-10,19,0.0,0.082,0.472,0.446
2024-01-10,20,0.0,0.0,0.551,0.449
2024-01-10,21,0.833,0.0,0.0,0.167
2024-01-10,22,1.0,0.0,0.0,0.0
2024-01-10,23,0.764,0.0,0.079,0.157
2024-01-11,0,0.0,0.0,0.331,0.669
2024-01-11,1,0.0,0.0,0.22,0.78
2024-01-11,2,0.0,0.0,0.905,0.095
2024-01-11,3,0.0,0.0,0.0,1.0
2024-01-11,4,0.079,0.003,0.905,0.013
2024-01-11,5,0.0,0.036,0.452,0.511
2024-01-11,6,0.0,0.0,1.0,0.0
2024-01-11,7,0.511,0.17,0.161,0.157
2024-01-11,8,0.856,0.144,0.0,0.0
2024-01-11,9,1.0,0.0,0.0,0.0
2024-01-11,10,0.308,0.039,0.393,0.259
2024-01-11,11,0.079,0.0,0.315,0.607
2024-01-11,12,0.725,0.0,0.275,0.0
2024-01-11,13,1.0,0.0,0.0,0.0
2024-01-11,14,0.007,0.0,0.6,0.393
2024-01-11,15,0.538,0.0,0.148,0.315
2024-01-11,16,0.882,0.0,0.118,0.0
2024-01-11,17,0.803,0.197,0.0,0.0
2024-01-11,18,0.649,0.039,0.118,0.193
2024-01-11,19,0.0,0.0,0.0,1.0
2024-01-11,20,0.0,0.0,0.826,0.174
2024-01-11,21,0.0,0.0,0.321,0.679
2024-01-11,22,0.039,0.0,0.528,0.433
2024-01-11,23,0.0,0.0,0.37,0.63
2024-01-12,0,0.0,0.0,0.59,0.41
2024-01-12,1,0.0,0.0,0.623,0.377
2024-01-12,2,0.0,0.0,0.252,0.748
2024-01-12,3,0.0,0.0,1.0,0.0
2024-01-12,4,0.003,0.0,0.367,0.63
2024-01-12,5,0.075,0.0,0.925,0.0
2024-01-12,6,0.075,0.0,0.452,0.472
2024-01-12,7,1.0,0.0,0.0,0.0
2024-01-12,8,0.459,0.0,0.541,0.0
2024-01-12,9,0.675,0.0,0.246,0.079
2024-01-12,10,0.803,0.039,0.157,0.0
2024-01-12,11,1.0,0.0,0.0,0.0
2024-01-12,12,0.0,0.0,0.236,0.764
2024-01-12,13,0.78,0.0,0.118,0.102
2024-01-12,14,0.675,0.236,0.089,0.0
2024-01-12,15,0.0,0.0,0.502,0.498
2024-01-12,16,0.79,0.0,0.039,0.17
2024-01-12,17,0.941,0.059,0.0,0.0
2024-01-12,18,0.98,0.02,0.0,0.0
2024-01-12,19,0.003,0.118,0.157,0.721
2024-01-12,20,0.0,0.0,0.266,0.734
2024-01-12,21,0.0,0.0,0.331,0.669
2024-01-12,22,0.377,0.0,0.623,0.0
2024-01-12,23,0.685,0.0,0.118,0.197
2024-01-13,0,0.0,0.0,0.095,0.905
2024-01-13,1,0.0,0.0,0.731,0.269
2024-01-13,2,0.0,0.0,0.285,0.715
2024-01-13,3,0.0,0.0,0.462,0.538
2024-01-13,4,0.0,0.0,0.79,0.21
2024-01-13,5,0.039,0.0,0.607,0.354
2024-01-13,6,0.118,0.0,0.803,0.079
2024-01-13,7,0.682,0.039,0.082,0.197
2024-01-13,8,1.0,0.0,0.0,0.0
2024-01-13,9,0.167,0.0,0.63,0.203
2024-01-13,10,0.495,0.157,0.0,0.348
2024-01-13,11,0.449,0.0,0.551,0.0
2024-01-13,12,0.725,0.275,0.0,0.0
2024-01-13,13,0.534,0.118,0.0,0.348
2024-01-13,14,0.0,0.0,0.393,0.607
2024-01-13,15,0.551,0.341,0.0,0.108
2024-01-13,16,0.318,0.367,0.315,0.0
2024-01-13,17,0.567,0.315,0.118,0.0
2024-01-13,18,0.413,0.469,0.118,0.0
2024-01-13,19,0.0,0.672,0.236,0.092
2024-01-13,20,0.236,0.0,0.187,0.577
2024-01-13,21,0.0,0.0,0.521,0.479
2024-01-13,22,0.0,0.0,0.59,0.41
2024-01-13,23,0.669,0.0,0.0,0.331
2024-01-14,0,0.905,0.0,0.095,0.0
2024-01-14,1,0.0,0.0,0.062,0.938
2024-01-14,2,0.0,0.0,0.551,0.449
2024-01-14,3,0.0,0.0,0.0,1.0
2024-01-14,4,0.0,0.0,0.787,0.213
2024-01-14,5,0.079,0.0,0.374,0.548
2024-01-14,6,0.0,0.0,0.607,0.393
2024-01-14,7,0.603,0.0,0.397,0.0
2024-01-14,8,0.852,0.0,0.148,0.0
2024-01-14,9,0.0,0.0,0.364,0.636
2024-01-14,10,0.826,0.0,0.141,0.033
2024-01-14,11,0.275,0.0,0.725,0.0
2024-01-14,12,0.748,0.252,0.0,0.0
2024-01-14,13,0.59,0.18,0.23,0.0
2024-01-14,14,0.039,0.0,0.321,0.639
2024-01-14,15,0.616,0.079,0.0,0.305
2024-01-14,16,0.17,0.0,0.197,0.633
2024-01-14,17,0.61,0.0,0.354,0.036
2024-01-14,18,1.0,0.0,0.0,0.0
2024-01-14,19,1.0,0.0,0.0,0.0
2024-01-14,20,0.223,0.0,0.157,0.62
2024-01-14,21,0.0,0.0,0.597,0.403
2024-01-14,22,0.456,0.0,0.151,0.393
2024-01-14,23,1.0,0.0,0.0,0.0
2024-01-15,0,0.039,0.0,0.118,0.843
2024-01-15,1,0.0,0.0,0.544,0.456
2024-01-15,2,0.079,0.0,0.597,0.325
2024-01-15,3,0.0,0.0,0.63,0.37
2024-01-15,4,0.039,0.039,0.161,0.761
2024-01-15,5,0.118,0.0,0.725,0.157
2024-01-15,6,0.39,0.0,0.177,0.433
2024-01-15,7,1.0,0.0,0.0,0.0
2024-01-15,8,0.695,0.0,0.197,0.108
2024-01-15,9,0.0,0.0,0.282,0.718
2024-01-15,10,0.102,0.0,0.898,0.0
2024-01-15,11,1.0,0.0,0.0,0.0
2024-01-15,12,1.0,0.0,0.0,0.0
2024-01-15,13,1.0,0.0,0.0,0.0
2024-01-15,14,0.046,0.079,0.521,0.354
2024-01-15,15,0.498,0.0,0.226,0.275
2024-01-15,16,0.961,0.039,0.0,0.0
2024-01-15,17,1.0,0.0,0.0,0.0
2024-01-15,18,0.807,0.0,0.154,0.039
2024-01-15,19,0.0,0.0,0.279,0.721
2024-01-15,20,0.079,0.0,0.472,0.449
2024-01-15,21,0.0,0.0,0.4,0.6
2024-01-15,22,0.0,0.0,0.567,0.433
2024-01-15,23,0.0,0.0,0.095,0.905
2024-01-16,0,0.0,0.0,0.944,0.056
2024-01-16,1,0.118,0.0,0.348,0.534
2024-01-16,2,0.0,0.0,0.164,0.836
2024-01-16,3,0.0,0.0,0.97,0.03
2024-01-16,4,0.0,0.0,0.407,0.593
2024-01-16,5,0.157,0.0,0.767,0.075
2024-01-16,6,0.154,0.0,0.413,0.433
2024-01-16,7,0.921,0.079,0.0,0.0
2024-01-16,8,0.961,0.039,0.0,0.0
2024-01-16,9,0.561,0.118,0.321,0.0
2024-01-16,10,0.0,0.0,0.662,0.338
2024-01-16,11,0.354,0.0,0.157,0.489
2024-01-16,12,0.787,0.0,0.213,0.0
2024-01-16,13,0.19,0.0,0.023,0.787
2024-01-16,14,0.164,0.0,0.748,0.089
2024-01-16,15,0.577,0.0,0.0,0.423
2024-01-16,16,1.0,0.0,0.0,0.0
2024-01-16,17,0.902,0.0,0.098,0.0
2024-01-16,18,0.039,0.0,0.452,0.508
2024-01-16,19,0.039,0.0,0.59,0.37
2024-01-16,20,0.236,0.0,0.433,0.331
2024-01-16,21,0.0,0.0,0.203,0.797
2024-01-16,22,0.079,0.0,0.584,0.338
2024-01-16,23,0.0,0.0,0.866,0.134
2024-01-17,0,0.0,0.0,0.489,0.511
2024-01-17,1,0.0,0.0,0.731,0.269
2024-01-17,2,0.0,0.0,0.639,0.361
2024-01-17,3,0.157,0.0,0.502,0.341
2024-01-17,4,0.0,0.003,0.551,0.446
2024-01-17,5,0.039,0.115,0.846,0.0
2024-01-17,6,0.193,0.0,0.413,0.393
2024-01-17,7,1.0,0.0,0.0,0.0
2024-01-17,8,0.892,0.108,0.0,0.0
2024-01-17,9,0.0,0.246,0.315,0.439
2024-01-17,10,0.613,0.0,0.118,0.269
2024-01-17,11,1.0,0.0,0.0,0.0
2024-01-17,12,1.0,0.0,0.0,0.0
2024-01-17,13,0.889,0.033,0.079,0.0
2024-01-17,14,0.0,0.164,0.315,0.521
2024-01-17,15,0.38,0.0,0.472,0.148
2024-01-17,16,0.682,0.318,0.0,0.0
2024-01-17,17,0.964,0.036,0.0,0.0
2024-01-17,18,0.41,0.0,0.393,0.197
2024-01-17,19,0.082,0.0,0.472,0.446
2024-01-17,20,0.0,0.0,0.462,0.538
2024-01-17,21,0.0,0.0,0.449,0.551
2024-01-17,22,0.0,0.0,0.505,0.495
2024-01-17,23,0.0,0.0,0.787,0.213
2024-01-18,0,0.0,0.0,0.37,0.63
2024-01-18,1,0.0,0.0,0.574,0.426
2024-01-18,2,0.0,0.0,0.944,0.056
2024-01-18,3,0.0,0.0,0.026,0.974
2024-01-18,4,0.0,0.003,0.997,0.0
2024-01-18,5,0.0,0.075,0.925,0.0
2024-01-18,6,0.469,0.0,0.059,0.472
2024-01-18,7,0.843,0.0,0.157,0.0
2024-01-18,8,0.144,0.0,0.708,0.148
2024-01-18,9,0.0,0.0,0.597,0.403
2024-01-18,10,0.669,0.0,0.331,0.0
2024-01-18,11,0.551,0.0,0.449,0.0
2024-01-18,12,0.708,0.0,0.079,0.213
2024-01-18,13,0.315,0.033,0.079,0.574
2024-01-18,14,0.157,0.243,0.6,0.0
2024-01-18,15,0.079,0.039,0.489,0.393
2024-01-18,16,0.672,0.157,0.17,0.0
2024-01-18,17,0.921,0.079,0.0,0.0
2024-01-18,18,0.961,0.039,0.0,0.0
2024-01-18,19,0.987,0.0,0.013,0.0
2024-01-18,20,0.0,0.0,0.37,0.63
2024-01-18,21,0.0,0.0,0.567,0.433
2024-01-18,22,0.0,0.0,0.151,0.849
2024-01-18,23,0.0,0.0,0.511,0.489
2024-01-19,0,0.0,0.0,0.449,0.551
2024-01-19,1,0.079,0.0,0.252,0.669
2024-01-19,2,0.0,0.0,0.518,0.482
2024-01-19,3,0.0,0.0,0.498,0.502
2024-01-19,4,0.0,0.0,0.331,0.669
2024-01-19,5,0.039,0.079,0.882,0.0
2024-01-19,6,0.075,0.079,0.295,0.551
2024-01-19,7,0.961,0.039,0.0,0.0
2024-01-19,8,1.0,0.0,0.0,0.0
2024-01-19,9,0.364,0.315,0.321,0.0
2024-01-19,10,0.0,0.0,0.623,0.377
2024-01-19,11,0.236,0.0,0.472,0.292
2024-01-19,12,0.905,0.0,0.095,0.0
2024-01-19,13,0.19,0.039,0.259,0.511
2024-01-19,14,0.085,0.039,0.551,0.325
2024-01-19,15,0.538,0.0,0.0,0.462
2024-01-19,16,1.0,0.0,0.0,0.0
2024-01-19,17,0.921,0.079,0.0,0.0
2024-01-19,18,0.807,0.039,0.154,0.0
2024-01-19,19,0.0,0.0,0.37,0.63
2024-01-19,20,0.0,0.0,0.498,0.502
2024-01-19,21,0.079,0.0,0.551,0.37
2024-01-19,22,0.0,0.0,0.495,0.505
2024-01-19,23,0.0,0.0,0.252,0.748
2024-01-20,0,0.0,0.0,0.748,0.252
2024-01-20,1,0.0,0.0,0.623,0.377
2024-01-20,2,0.0,0.0,0.046,0.954
2024-01-20,3,0.0,0.0,0.774,0.226
2024-01-20,4,0.0,0.0,0.37,0.63
2024-01-20,5,0.138,0.0,0.862,0.0
2024-01-20,6,0.177,0.0,0.43,0.393
2024-01-20,7,0.446,0.079,0.475,0.0
2024-01-20,8,0.961,0.039,0.0,0.0
2024-01-20,9,0.679,0.0,0.321,0.0
2024-01-20,10,0.259,0.0,0.19,0.551
2024-01-20,11,0.961,0.039,0.0,0.0
2024-01-20,12,0.275,0.0,0.511,0.213
2024-01-20,13,0.505,0.0,0.039,0.456
2024-01-20,14,0.046,0.118,0.364,0.472
2024-01-20,15,0.315,0.026,0.384,0.275
2024-01-20,16,0.751,0.249,0.0,0.0
2024-01-20,17,0.961,0.039,0.0,0.0
2024-01-20,18,1.0,0.0,0.0,0.0
2024-01-20,19,0.2,0.0,0.197,0.603
2024-01-20,20,0.0,0.0,0.187,0.813
2024-01-20,21,0.007,0.0,0.521,0.472
2024-01-20,22,1.0,0.0,0.0,0.0
2024-01-20,23,0.37,0.0,0.275,0.354
2024-01-21,0,0.0,0.0,0.37,0.63
2024-01-21,1,0.0,0.0,0.41,0.59
2024-01-21,2,0.0,0.0,0.597,0.403
2024-01-21,3,0.0,0.0,0.59,0.41
2024-01-21,4,0.0,0.0,0.279,0.721
2024-01-21,5,0.039,0.0,0.921,0.039
2024-01-21,6,0.0,0.0,0.449,0.551
2024-01-21,7,0.721,0.079,0.2,0.0
2024-01-21,8,0.734,0.0,0.266,0.0
2024-01-21,9,0.597,0.0,0.089,0.315
2024-01-21,10,0.544,0.0,0.354,0.102
2024-01-21,11,0.0,0.0,0.393,0.607
2024-01-21,12,0.056,0.0,0.472,0.472
2024-01-21,13,0.574,0.079,0.348,0.0
2024-01-21,14,0.049,0.0,0.911,0.039
2024-01-21,15,0.882,0.118,0.0,0.0
2024-01-21,16,1.0,0.0,0.0,0.0
2024-01-21,17,1.0,0.0,0.0,0.0
2024-01-21,18,0.728,0.157,0.039,0.075
2024-01-21,19,0.0,0.0,0.0,1.0
2024-01-21,20,0.0,0.0,0.551,0.449
2024-01-21,21,0.0,0.0,0.282,0.718
2024-01-21,22,0.0,0.0,0.426,0.574
2024-01-21,23,0.315,0.0,0.511,0.174
2024-01-22,0,0.0,0.0,0.0,1.0
2024-01-22,1,0.157,0.0,0.741,0.102
2024-01-22,2,0.0,0.0,0.243,0.757
2024-01-22,3,0.0,0.0,0.97,0.03
2024-01-22,4,0.0,0.118,0.607,0.275
2024-01-22,5,0.0,0.0,0.902,0.098
2024-01-22,6,0.036,0.0,0.472,0.492
2024-01-22,7,0.882,0.118,0.0,0.0
2024-01-22,8,1.0,0.0,0.0,0.0
2024-01-22,9,1.0,0.0,0.0,0.0
2024-01-22,10,0.725,0.0,0.275,0.0
2024-01-22,11,0.685,0.118,0.197,0.0
2024-01-22,12,0.393,0.0,0.315,0.292
2024-01-22,13,0.23,0.0,0.197,0.574
2024-01-22,14,0.951,0.039,0.01,0.0
2024-01-22,15,0.0,0.0,0.725,0.275
2024-01-22,16,0.239,0.59,0.013,0.157
2024-01-22,17,1.0,0.0,0.0,0.0
2024-01-22,18,1.0,0.0,0.0,0.0
2024-01-22,19,0.003,0.0,0.157,0.839
2024-01-22,20,0.0,0.0,0.551,0.449
2024-01-22,21,0.0,0.0,0.439,0.561
2024-01-22,22,0.0,0.0,0.662,0.338
2024-01-22,23,0.0,0.0,0.472,0.528
2024-01-23,0,0.118,0.0,0.59,0.292
2024-01-23,1,0.0,0.0,0.741,0.259
2024-01-23,2,0.0,0.0,0.449,0.551
2024-01-23,3,0.0,0.0,0.738,0.262
2024-01-23,4,0.0,0.039,0.672,0.289
2024-01-23,5,0.0,0.0,1.0,0.0
2024-01-23,6,0.311,0.039,0.334,0.315
2024-01-23,7,0.711,0.289,0.0,0.0
2024-01-23,8,0.816,0.105,0.079,0.0
2024-01-23,9,0.489,0.039,0.472,0.0
2024-01-23,10,0.111,0.236,0.652,0.0
2024-01-23,11,0.511,0.275,0.213,0.0
2024-01-23,12,0.449,0.0,0.197,0.354
2024-01-23,13,0.692,0.0,0.118,0.19
2024-01-23,14,0.236,0.079,0.315,0.37
2024-01-23,15,0.0,0.0,0.551,0.449
2024-01-23,16,0.672,0.0,0.0,0.328
2024-01-23,17,1.0,0.0,0.0,0.0
2024-01-23,18,1.0,0.0,0.0,0.0
2024-01-23,19,0.043,0.0,0.236,0.721
2024-01-23,20,0.0,0.0,0.63,0.37
2024-01-23,21,0.321,0.0,0.0,0.679
2024-01-23,22,0.702,0.118,0.18,0.0
2024-01-23,23,0.0,0.079,0.252,0.669
2024-01-24,0,0.0,0.0,0.607,0.393
2024-01-24,1,0.0,0.0,0.41,0.59
2024-01-24,2,0.236,0.0,0.321,0.443
2024-01-24,3,0.0,0.0,0.511,0.489
2024-01-24,4,0.0,0.0,0.357,0.643
2024-01-24,5,0.0,0.118,0.882,0.0
